,text,label,Emotions,Emotions_Label,cluster
25,i have a close friend who is refusing to be vaccinated shes a dialysis nurse working in multiple hospitals with covid patients and the (obviously) very weak and vulnerable unvaccinated people at my office job are going in maskless and wondering aloud in front of superiors why the rest of us dont want to come in nothing is being done about it employers need to mandate the vaccine we have been consistently steps behind this disease the entire pandemic by being overly considerate of peoples liberties fear and politics should not trump public health,masking and distancing,"[{'label': 'surprise', 'score': 0.5387875437736511}]",surprise,0
26,those who are still willfully unvaccinated have chosen to take the risk of illness and possible death they should have to pay higher medical insurance premiums just like smokers,vaccination,"[{'label': 'neutral', 'score': 0.6966570615768433}]",neutral,0
27,i am all for it being mandated for the benefit of society,,"[{'label': 'desire', 'score': 0.7514703869819641}]",desire,0
28,same goes for secondhand smoke including from cannabis,,"[{'label': 'neutral', 'score': 0.9957863688468933}]",neutral,0
29,so employers can dictate what i say what i wear and require i have a certain appearance dont see why they cant require an immunization,vaccination,"[{'label': 'approval', 'score': 0.5434089303016663}]",approval,0
30,"the question is:
how much suffering must be endured by how many people to save how many lives it is an equation where no data will result in a zero answer",,"[{'label': 'curiosity', 'score': 0.8286348581314087}]",curiosity,0
31,in early june before covid spread in houston was national news my partner and i observed firsthand that covid in our area were rising as texas was opening up restaurants every day the list of restaurants that we could not order takeout from because they were temporarily closed due to an infected employee grew longer,lockdown,"[{'label': 'realization', 'score': 0.9836674928665161}]",realization,0
32,why should not companies require employees to be vaccinated many require drug tests this is more essential to a safe workplace,vaccination,"[{'label': 'curiosity', 'score': 0.7280508875846863}]",curiosity,0
33,i must disagree with the many comments calling todays americans weak and spoiled and comparing us unfavorably to americans during wwii we were fortunate to have fdr and his administration leading the nation through the depression and wwii without that antifascist leadership we could have gone the way of germany or italy america under trump has been all splash and confusing messaging no coherent leadership and everyone trying to determine what is safe for themselves americans have not become spoiled we have instead become leaderless,,"[{'label': 'disapproval', 'score': 0.5648177862167358}]",disapproval,0
34,report the facts all the facts not just the ones that support your narrative this fear mongering is getting out of hand new cases were confirmed in la county yesterday one in five (the statistic cited for the delta variant) means approximately cases were delta variant the population of la county is million+ enough said,,"[{'label': 'approval', 'score': 0.9570167660713196}]",approval,0
35,if insurance companies refuse to cover someone because they havent gotten the covid vaccine that will probably change everything it would seem like it would be within their legal rights to do so it would also seem that this is one of the few times that the general public the majority of americans would support such a move by an insurance company,vaccination,"[{'label': 'approval', 'score': 0.8631293177604675}]",approval,0
